Tanggal,Lintang,Bujur,Magnitudo,Kedalaman_km,Lokasi,Sumber,Lokasi_Baru
2023-12-27 03:28:00,-8.27865891084079,114.269141471703,7.12,405.0,Banyuwangi,INATEWS,Banyuwangi
2023-12-28 00:18:00,-8.15414683022429,114.387792698778,6.94,295.0,Banyuwangi,INATEWS,Banyuwangi
2023-12-28 12:50:00,-8.21617651223839,113.267793908256,2.53,227.0,Lumajang,INATEWS,Lumajang
2023-12-28 13:25:00,-8.01768950233775,112.560227571766,2.02,15.0,Malang,INATEWS,Malang
2023-12-28 19:46:00,-8.00932630464432,112.614264264044,6.16,518.0,Malang,INATEWS,Malang
2024-01-01 01:17:00,-7.71274304553243,113.253691559652,7.55,580.0,Probolinggo,INATEWS,Probolinggo
2024-01-01 01:17:00,-8.25777618850432,114.357974506426,7.0,459.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-01 04:55:00,-6.61753182955219,113.607407332659,6.27,306.0,Surabaya,INATEWS,Surabaya
2024-01-01 07:54:00,-8.27125834998265,114.335286679852,4.66,432.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-01 21:17:00,-8.12114361077503,114.396766947467,6.16,318.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-02 05:33:00,-8.06738294486663,113.313943330805,5.91,292.0,Lumajang,INATEWS,Lumajang
2024-01-03 02:55:00,-7.93534581535655,112.563090400857,6.45,58.0,Malang,INATEWS,Malang
2024-01-03 18:07:00,-8.22348997615604,114.417791731306,4.69,435.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-05 01:12:00,-7.70694308824868,112.812909964613,2.7,48.0,Sidoarjo,INATEWS,Sidoarjo
2024-01-05 16:24:00,-7.78209532766172,113.121993209703,4.94,90.0,Probolinggo,INATEWS,Probolinggo
2024-01-07 00:15:00,-7.71154637517648,113.278558302249,5.52,275.0,Probolinggo,INATEWS,Probolinggo
2024-01-07 14:13:00,-8.13425346171298,113.229876156661,6.83,684.0,Lumajang,INATEWS,Lumajang
2024-01-07 14:32:00,-8.2479879088486,114.375667654831,2.59,191.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-07 19:02:00,-8.28678245434085,114.337746941727,6.07,318.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-08 01:07:00,-8.24450845833718,114.298769383502,5.8,506.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-08 17:00:00,-7.64478273308563,112.825527446557,2.42,471.0,Sidoarjo,INATEWS,Sidoarjo
2024-01-08 21:30:00,-8.02596144179211,112.673643911915,6.34,533.0,Malang,INATEWS,Malang
2024-01-09 22:01:00,-7.74955525306421,113.243849923649,7.14,678.0,Probolinggo,INATEWS,Probolinggo
2024-01-10 05:47:00,-7.96023420758276,112.558263856184,6.92,129.0,Malang,INATEWS,Malang
2024-01-10 07:47:00,-8.22545222063986,113.283382764722,7.2,274.0,Lumajang,INATEWS,Lumajang
2024-01-10 18:11:00,-8.18004773862078,114.304752756509,7.26,206.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-10 21:27:00,-8.30986691958311,114.294364921376,6.68,169.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-11 04:58:00,-8.03586816406492,112.64035106087,2.05,163.0,Malang,INATEWS,Malang
2024-01-11 20:57:00,-7.67166421698564,112.815359897224,4.09,260.0,Sidoarjo,INATEWS,Sidoarjo
2024-01-12 13:38:00,-8.08218051209848,113.146775952138,6.7,93.0,Lumajang,INATEWS,Lumajang
2024-01-13 12:48:00,-8.05026783793412,113.200772317633,6.84,219.0,Lumajang,INATEWS,Lumajang
2024-01-14 02:07:00,-8.31532013765519,114.40434336325,2.77,476.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-14 09:08:00,-8.15716889579852,113.141079941409,5.52,157.0,Lumajang,INATEWS,Lumajang
2024-01-15 17:05:00,-8.12457655537781,113.191351746636,4.9,131.0,Lumajang,INATEWS,Lumajang
2024-01-16 02:21:00,-7.69819596573582,112.862133700132,6.87,27.0,Sidoarjo,INATEWS,Sidoarjo
2024-01-16 21:11:00,-7.72257987147163,112.897909374555,2.42,339.0,Probolinggo,INATEWS,Probolinggo
2024-01-18 11:48:00,-8.17789153748721,114.446168677867,5.54,489.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-18 13:58:00,-8.05627891953874,112.586054781305,2.08,657.0,Malang,INATEWS,Malang
2024-01-18 14:04:00,-7.8819936785885,112.614418603664,6.03,274.0,Malang,INATEWS,Malang
2024-01-19 03:38:00,-7.91355442242754,112.663802839106,2.14,394.0,Malang,INATEWS,Malang
2024-01-19 07:07:00,-8.23976997292449,114.320458458431,5.48,360.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-19 11:50:00,-7.65598437597821,112.968554507018,2.63,541.0,Probolinggo,INATEWS,Probolinggo
2024-01-19 20:26:00,-7.68232152544689,113.137794218694,2.31,266.0,Probolinggo,INATEWS,Probolinggo
2024-01-20 04:00:00,-8.14436038484401,114.446424289701,6.98,425.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-20 05:09:00,-7.73721414013267,112.850373806189,4.49,612.0,Sidoarjo,INATEWS,Sidoarjo
2024-01-20 08:31:00,-8.12191257547433,113.133970389472,2.85,663.0,Lumajang,INATEWS,Lumajang
2024-01-20 10:20:00,-8.07278945191372,113.138921089514,2.98,158.0,Lumajang,INATEWS,Lumajang
2024-01-20 20:05:00,-8.26613060649651,114.40142288354,5.44,406.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-21 13:14:00,-8.15113266883418,113.2527123628,5.55,103.0,Lumajang,INATEWS,Lumajang
2024-01-22 12:35:00,-8.17134116052859,113.296899688269,7.25,390.0,Lumajang,INATEWS,Lumajang
2024-01-22 13:19:00,-7.61672832412575,112.928661377186,6.18,15.0,Sidoarjo,INATEWS,Sidoarjo
2024-01-22 13:51:00,-7.81866814053707,113.208129871959,4.09,678.0,Probolinggo,INATEWS,Probolinggo
2024-01-22 21:16:00,-8.16089987292802,114.451376789926,4.05,60.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-23 07:01:00,-6.66579055624266,112.304235627664,3.86,659.0,Tuban,INATEWS,Tuban
2024-01-23 12:07:00,-8.13892674131651,113.262857485993,4.55,305.0,Lumajang,INATEWS,Lumajang
2024-01-23 16:43:00,-8.19886135699406,113.283009361108,3.59,471.0,Lumajang,INATEWS,Lumajang
2024-01-24 00:52:00,-8.21073223493404,113.204382230454,7.13,677.0,Lumajang,INATEWS,Lumajang
2024-01-24 08:46:00,-8.20746192672155,113.299837121101,3.42,325.0,Lumajang,INATEWS,Lumajang
2024-01-24 15:02:00,-7.93601822475053,112.698210776455,2.07,640.0,Malang,INATEWS,Malang
2024-01-24 15:28:00,-7.71586878419174,113.260534370376,2.92,374.0,Probolinggo,INATEWS,Probolinggo
2024-01-24 17:07:00,-7.89919633109981,112.698542413727,7.23,305.0,Malang,INATEWS,Malang
2024-01-26 12:09:00,-8.2058862090884,113.246016973429,3.04,332.0,Lumajang,INATEWS,Lumajang
2024-01-26 13:50:00,-8.22556843295002,113.118268262075,5.13,213.0,Lumajang,INATEWS,Lumajang
2024-01-26 14:08:00,-8.23811089946812,114.462433578641,3.55,226.0,Banyuwangi,INATEWS,Banyuwangi
2024-01-27 00:12:00,-7.96824876825943,112.602073852949,7.84,179.0,Malang,INATEWS,Malang
2024-01-27 03:49:00,-8.12734756940457,114.334696772152,6.01,439.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-01 09:39:00,-7.91572456097556,112.645652280475,7.18,48.0,Malang,INATEWS,Malang
2024-02-02 08:56:00,-7.91540527081153,112.719075342318,4.19,419.0,Malang,INATEWS,Malang
2024-02-02 14:44:00,-7.69766704118349,113.171895451632,7.1,655.0,Probolinggo,INATEWS,Probolinggo
2024-02-02 18:50:00,-7.71669579640806,113.145296880843,4.66,195.0,Probolinggo,INATEWS,Probolinggo
2024-02-02 22:35:00,-7.7999693819018,113.178638632138,5.69,116.0,Probolinggo,INATEWS,Probolinggo
2024-02-03 01:52:00,-7.74361930578286,113.301500824423,6.18,290.0,Probolinggo,INATEWS,Probolinggo
2024-02-03 07:46:00,-7.66891198817135,112.996402714756,7.97,232.0,Probolinggo,INATEWS,Probolinggo
2024-02-04 01:06:00,-7.66282072240401,112.916331857524,7.17,306.0,Sidoarjo,INATEWS,Sidoarjo
2024-02-04 08:01:00,-7.87861967090063,112.571180033101,5.24,654.0,Malang,INATEWS,Malang
2024-02-04 18:16:00,-7.61200794489989,112.995168239908,6.91,459.0,Probolinggo,INATEWS,Probolinggo
2024-02-05 11:20:00,-8.05718661682546,113.267216222215,5.06,146.0,Lumajang,INATEWS,Lumajang
2024-02-07 04:58:00,-7.93336797599362,112.555595523436,5.28,95.0,Malang,INATEWS,Malang
2024-02-08 07:59:00,-8.15297352019199,114.453701107143,4.26,223.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-08 10:19:00,-8.21876938675497,114.391534102175,6.82,637.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-08 11:00:00,-7.87957286386188,112.561409292709,3.44,84.0,Malang,INATEWS,Malang
2024-02-08 23:14:00,-8.20833103403748,114.393577420673,7.91,673.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-09 09:13:00,-8.24935339773129,114.447172670859,6.74,592.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-09 14:54:00,-7.89319863453941,112.570707255228,5.94,246.0,Malang,INATEWS,Malang
2024-02-11 10:26:00,-8.12204989741695,113.12777837082,5.86,52.0,Lumajang,INATEWS,Lumajang
2024-02-11 15:57:00,-8.06291161447233,112.636539850922,7.53,465.0,Malang,INATEWS,Malang
2024-02-11 20:22:00,-8.09744590331412,113.223958490242,7.58,260.0,Lumajang,INATEWS,Lumajang
2024-02-12 12:55:00,-7.69813571124538,113.238723872358,6.42,664.0,Probolinggo,INATEWS,Probolinggo
2024-02-12 17:00:00,-8.20876795068444,114.383152648462,4.32,91.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-13 17:38:00,-8.03084219864756,112.643465478129,7.57,379.0,Malang,INATEWS,Malang
2024-02-13 20:10:00,-7.55703574768771,112.986003895933,6.6,500.0,Sidoarjo,INATEWS,Sidoarjo
2024-02-14 13:17:00,-7.74528223385774,113.241571562667,7.89,365.0,Probolinggo,INATEWS,Probolinggo
2024-02-14 15:12:00,-7.33064328344475,111.885601025004,2.81,37.0,Bojonegoro,INATEWS,Bojonegoro
2024-02-15 09:12:00,-8.00654026868171,112.619906616411,4.59,699.0,Malang,INATEWS,Malang
2024-02-15 09:53:00,-7.59005725627813,112.905985061602,6.36,565.0,Sidoarjo,INATEWS,Sidoarjo
2024-02-16 08:16:00,-8.04861283450629,113.191278542479,6.07,298.0,Lumajang,INATEWS,Lumajang
2024-02-17 06:07:00,-8.15295339143801,113.121257193486,7.06,358.0,Lumajang,INATEWS,Lumajang
2024-02-17 17:54:00,-7.73486794938697,112.809076659115,2.64,574.0,Sidoarjo,INATEWS,Sidoarjo
2024-02-18 09:13:00,-7.59524808173057,112.898434883501,2.19,458.0,Sidoarjo,INATEWS,Sidoarjo
2024-02-19 13:41:00,-7.79846329238719,113.244570452047,4.15,128.0,Probolinggo,INATEWS,Probolinggo
2024-02-19 17:50:00,-8.09632903495837,112.429773754935,5.84,418.0,Malang,INATEWS,Malang
2024-02-19 23:24:00,-8.27714329625878,114.337477902997,7.94,630.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-20 09:52:00,-7.92308048569747,112.590064763161,5.11,510.0,Malang,INATEWS,Malang
2024-02-21 09:34:00,-8.0342782547855,112.624969304906,2.83,327.0,Malang,INATEWS,Malang
2024-02-21 12:26:00,-8.23744940297734,114.468731089739,6.34,464.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-22 23:53:00,-7.56444782279238,112.857175484997,6.04,474.0,Sidoarjo,INATEWS,Sidoarjo
2024-02-23 13:16:00,-7.81629800931359,113.201893198238,2.63,658.0,Probolinggo,INATEWS,Probolinggo
2024-02-23 15:02:00,-8.13933198300249,113.234451620871,5.48,245.0,Lumajang,INATEWS,Lumajang
2024-02-24 02:14:00,-7.68441350685663,113.212726112486,4.33,213.0,Probolinggo,INATEWS,Probolinggo
2024-02-24 05:01:00,-8.21217909096905,113.131600677033,7.56,429.0,Lumajang,INATEWS,Lumajang
2024-02-24 05:12:00,-8.23298644001898,114.450541551516,5.51,511.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-24 07:45:00,-7.7969733353784,113.169268237294,5.6,444.0,Probolinggo,INATEWS,Probolinggo
2024-02-24 09:57:00,-7.78090183872909,113.227006047738,2.88,328.0,Probolinggo,INATEWS,Probolinggo
2024-02-25 20:39:00,-7.57071838256227,112.858478677817,5.99,302.0,Sidoarjo,INATEWS,Sidoarjo
2024-02-27 09:30:00,-7.7362004579558,113.292943895155,3.24,361.0,Probolinggo,INATEWS,Probolinggo
2024-02-27 17:34:00,-8.22476276980358,114.342645822697,2.57,221.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-28 05:42:00,-8.29043196052261,114.376235693467,5.09,217.0,Banyuwangi,INATEWS,Banyuwangi
2024-02-28 06:08:00,-7.76399940536558,113.223956030951,5.24,43.0,Probolinggo,INATEWS,Probolinggo
2024-02-28 06:48:00,-7.96244260817971,112.539258146819,2.75,134.0,Malang,INATEWS,Malang
2024-03-01 00:38:00,-7.60025656620644,112.872658660428,7.73,582.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-01 00:47:00,-8.10043743602663,113.129690791264,4.7,151.0,Lumajang,INATEWS,Lumajang
2024-03-01 04:39:00,-7.95668843769389,112.581348462603,4.27,351.0,Malang,INATEWS,Malang
2024-03-01 22:33:00,-8.18599733265227,113.183598547589,3.08,302.0,Lumajang,INATEWS,Lumajang
2024-03-02 01:09:00,-8.15158033287726,114.307016730016,5.17,565.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-02 01:20:00,-7.67206515373483,113.228088229545,6.31,686.0,Probolinggo,INATEWS,Probolinggo
2024-03-02 19:31:00,-8.18732082200882,114.307538277529,4.75,170.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-03 15:18:00,-7.84201566220047,113.293849860637,5.11,607.0,Probolinggo,INATEWS,Probolinggo
2024-03-04 01:58:00,-8.0395862329181,113.281798815913,3.1,517.0,Lumajang,INATEWS,Lumajang
2024-03-04 08:04:00,-6.8504510911657,113.191663503781,5.16,119.0,Surabaya,INATEWS,Surabaya
2024-03-05 01:02:00,-7.92484581437078,112.711596820677,6.01,525.0,Malang,INATEWS,Malang
2024-03-05 05:05:00,-7.78570538802262,113.13332367774,4.08,238.0,Probolinggo,INATEWS,Probolinggo
2024-03-05 10:15:00,-7.6899742714648,113.193551471903,7.48,687.0,Probolinggo,INATEWS,Probolinggo
2024-03-05 10:18:00,-7.72892102498582,113.15524721615,3.16,578.0,Probolinggo,INATEWS,Probolinggo
2024-03-06 08:15:00,-7.94678048384572,112.576365221105,5.44,541.0,Malang,INATEWS,Malang
2024-03-07 13:32:00,-7.76444528308328,113.616872837645,2.63,691.0,Bondowoso,INATEWS,Bondowoso
2024-03-07 23:18:00,-8.23050561477849,114.313063168279,4.98,38.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-08 14:49:00,-7.81569093622742,113.226896607225,5.86,218.0,Probolinggo,INATEWS,Probolinggo
2024-03-09 13:08:00,-8.13763826955376,114.43286415513,3.16,596.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-09 13:22:00,-8.13008009900956,113.231615830859,4.36,422.0,Lumajang,INATEWS,Lumajang
2024-03-09 18:50:00,-7.63057378576,112.971616699391,2.04,478.0,Probolinggo,INATEWS,Probolinggo
2024-03-09 22:11:00,-7.70479783272396,112.892084843133,6.4,260.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-10 01:47:00,-8.06585526149971,113.227436097506,7.03,259.0,Lumajang,INATEWS,Lumajang
2024-03-10 02:03:00,-8.1752872521852,113.248559517968,6.23,608.0,Lumajang,INATEWS,Lumajang
2024-03-10 21:12:00,-7.55841859829957,112.95421398089,3.29,380.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-11 00:19:00,-8.31669883381574,114.432908146708,4.25,245.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-11 18:17:00,-7.67255527155654,113.178155376401,6.58,135.0,Probolinggo,INATEWS,Probolinggo
2024-03-11 20:27:00,-8.13463833008713,114.358813343702,2.72,625.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-11 22:53:00,-7.87324151019185,112.559742817065,2.01,379.0,Malang,INATEWS,Malang
2024-03-13 03:55:00,-7.2908986886706,112.83601325848,3.54,108.0,Surabaya,INATEWS,Surabaya
2024-03-13 07:47:00,-7.58690169614666,112.926460290129,6.26,674.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-13 23:43:00,-7.88193552724735,112.614019103699,7.41,588.0,Malang,INATEWS,Malang
2024-03-14 16:40:00,-8.06699847578793,113.009460405315,4.19,6.0,Lumajang,INATEWS,Lumajang
2024-03-15 03:19:00,-8.31876886238085,114.411471589046,5.64,638.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-16 05:51:00,-7.73601481983064,113.183574380135,2.92,306.0,Probolinggo,INATEWS,Probolinggo
2024-03-16 08:28:00,-7.69941748167743,113.137392461294,3.78,164.0,Probolinggo,INATEWS,Probolinggo
2024-03-16 14:20:00,-7.99460569055282,112.648577400114,3.09,112.0,Malang,INATEWS,Malang
2024-03-16 17:38:00,-7.64360700270519,112.843990738156,7.67,398.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-16 19:17:00,-6.39503551755555,113.488299374279,6.31,232.0,Gresik,INATEWS,Gresik
2024-03-17 01:21:00,-7.88549607988354,112.614316762895,7.75,425.0,Malang,INATEWS,Malang
2024-03-17 15:18:00,-7.77506112480917,113.241732523893,5.86,141.0,Probolinggo,INATEWS,Probolinggo
2024-03-17 15:57:00,-7.81167489224427,113.262720690586,4.47,175.0,Probolinggo,INATEWS,Probolinggo
2024-03-17 17:03:00,-8.20457157044427,114.442653954794,6.23,437.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-19 13:49:00,-8.21892732105581,114.382249103875,2.71,40.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-19 21:59:00,-8.05465278120266,113.298767862188,2.63,357.0,Lumajang,INATEWS,Lumajang
2024-03-20 00:51:00,-7.89137905522564,112.568705640643,5.67,582.0,Malang,INATEWS,Malang
2024-03-20 06:01:00,-8.08325563843138,113.260625472981,2.99,470.0,Lumajang,INATEWS,Lumajang
2024-03-20 06:07:00,-7.66049091706232,113.603376921677,4.16,58.0,Bondowoso,INATEWS,Bondowoso
2024-03-20 11:46:00,-8.13423537159501,113.135926760631,3.43,2.0,Lumajang,INATEWS,Lumajang
2024-03-20 14:12:00,-7.57731735084689,112.836826751154,5.48,629.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-20 14:39:00,-7.56452687896243,112.856890031444,2.52,553.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-20 18:51:00,-8.06586441701605,112.694891092106,3.07,444.0,Malang,INATEWS,Malang
2024-03-20 19:46:00,-7.66085057979962,113.132292964014,7.69,343.0,Probolinggo,INATEWS,Probolinggo
2024-03-21 04:02:00,-8.3131717155606,114.403878882403,4.12,165.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-21 17:30:00,-7.46832924769005,113.654049349668,5.6,627.0,Situbondo,INATEWS,Situbondo
2024-03-22 08:51:00,-8.18626142655442,113.17571171134,3.2,674.0,Lumajang,INATEWS,Lumajang
2024-03-23 18:30:00,-7.8135723094931,113.286116926882,4.28,650.0,Probolinggo,INATEWS,Probolinggo
2024-03-25 23:29:00,-8.14000636951301,113.202378899487,5.27,337.0,Lumajang,INATEWS,Lumajang
2024-03-26 08:33:00,-8.18689804518246,114.272088931337,3.19,170.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-27 01:01:00,-8.28547667975048,114.319355982588,6.87,249.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-27 01:34:00,-7.57616668648651,112.904409450508,5.58,59.0,Sidoarjo,INATEWS,Sidoarjo
2024-03-27 05:25:00,-8.08555385964065,113.208350110887,4.87,102.0,Lumajang,INATEWS,Lumajang
2024-03-27 07:58:00,-8.26981681219139,114.44553678414,7.44,4.0,Banyuwangi,INATEWS,Banyuwangi
2024-03-27 23:30:00,-7.85819561738925,112.822185130874,3.83,272.0,Malang,INATEWS,Malang
2024-04-01 02:54:00,-7.87458275718344,112.546515318933,2.64,209.0,Malang,INATEWS,Malang
2024-04-01 10:25:00,-8.02630039311246,112.599249985682,5.57,574.0,Malang,INATEWS,Malang
2024-04-02 07:17:00,-8.10455595410762,113.167304799719,7.96,183.0,Lumajang,INATEWS,Lumajang
2024-04-02 10:36:00,-8.22503821320093,113.20260477447,7.88,213.0,Lumajang,INATEWS,Lumajang
2024-04-02 13:25:00,-7.91961857517323,113.565387985941,5.12,483.0,Bondowoso,INATEWS,Bondowoso
2024-04-03 00:33:00,-8.22308660692797,114.29180104046,6.13,190.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-05 06:05:00,-8.31495399531923,114.437502300226,5.32,258.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-06 12:06:00,-7.70600957909345,113.213703048117,4.87,251.0,Probolinggo,INATEWS,Probolinggo
2024-04-07 13:00:00,-6.83291735811457,112.028958196515,7.28,268.0,Tuban,INATEWS,Tuban
2024-04-08 01:41:00,-8.27916739650547,114.38113265117,7.63,119.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-09 23:25:00,-8.30396618713005,114.278388043365,5.3,652.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-10 23:15:00,-8.16782434508546,113.271189872902,2.46,685.0,Lumajang,INATEWS,Lumajang
2024-04-11 03:21:00,-8.14430543927574,114.375576845878,4.65,159.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-11 03:47:00,-8.12513751149637,113.212336422765,2.88,644.0,Lumajang,INATEWS,Lumajang
2024-04-11 16:19:00,-7.7489948945093,113.111103079247,5.64,555.0,Probolinggo,INATEWS,Probolinggo
2024-04-12 03:48:00,-8.24923918081104,114.356928099571,2.49,324.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-12 07:01:00,-7.58673292739019,112.973824439374,6.5,645.0,Sidoarjo,INATEWS,Sidoarjo
2024-04-12 21:08:00,-8.11103635398956,113.168248253632,2.63,534.0,Lumajang,INATEWS,Lumajang
2024-04-13 01:52:00,-8.13218398868201,114.296291642804,2.02,13.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-13 03:53:00,-7.68971709785741,113.19554980756,6.51,41.0,Probolinggo,INATEWS,Probolinggo
2024-04-14 03:48:00,-7.96697174605295,112.687112975211,4.03,562.0,Malang,INATEWS,Malang
2024-04-14 09:06:00,-8.13441021067858,112.564860112714,6.76,383.0,Malang,INATEWS,Malang
2024-04-14 09:07:00,-7.67150023752186,112.983641524274,5.21,270.0,Probolinggo,INATEWS,Probolinggo
2024-04-15 08:51:00,-7.96593707438963,112.566871322046,7.39,69.0,Malang,INATEWS,Malang
2024-04-16 22:13:00,-7.77874229346203,113.296491294356,4.26,547.0,Probolinggo,INATEWS,Probolinggo
2024-04-16 22:15:00,-8.04781502375095,113.211054237672,7.63,317.0,Lumajang,INATEWS,Lumajang
2024-04-16 23:00:00,-8.22656245650049,114.427189636061,6.59,143.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-17 07:50:00,-7.55984396873312,112.984933855694,6.12,525.0,Sidoarjo,INATEWS,Sidoarjo
2024-04-17 10:13:00,-7.71783978488936,113.244940790464,2.75,164.0,Probolinggo,INATEWS,Probolinggo
2024-04-17 13:09:00,-8.14985725123184,114.311963745546,7.87,515.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-17 19:41:00,-8.19871663995623,114.342890844778,3.72,153.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-18 00:04:00,-8.15018448187663,113.210926467661,5.82,2.0,Lumajang,INATEWS,Lumajang
2024-04-18 18:36:00,-7.51713645127287,112.968855913767,6.26,691.0,Sidoarjo,INATEWS,Sidoarjo
2024-04-19 12:54:00,-8.15516965111701,113.175346624076,2.65,540.0,Lumajang,INATEWS,Lumajang
2024-04-19 17:30:00,-7.66964750503706,113.20489763631,2.04,510.0,Probolinggo,INATEWS,Probolinggo
2024-04-20 05:15:00,-7.8970142165755,112.668899676928,2.79,247.0,Malang,INATEWS,Malang
2024-04-21 11:41:00,-8.27638229366625,114.328246853558,5.48,215.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-22 10:00:00,-8.1487239236241,114.335501838179,4.99,358.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-22 10:14:00,-7.6908329289427,113.191493507817,5.37,366.0,Probolinggo,INATEWS,Probolinggo
2024-04-23 14:13:00,-8.2667318959979,114.302584476195,5.54,429.0,Banyuwangi,INATEWS,Banyuwangi
2024-04-24 23:20:00,-7.5612280997786,112.958696024802,7.43,23.0,Sidoarjo,INATEWS,Sidoarjo
2024-04-25 19:17:00,-8.13545263532487,111.853555829413,7.2,10.0,Tulungagung,INATEWS,Tulungagung
2024-04-26 01:16:00,-8.16141583710789,112.792935039533,7.16,142.0,Malang,INATEWS,Malang
2024-04-27 18:30:00,-7.79638959117956,113.13617846616,6.38,50.0,Probolinggo,INATEWS,Probolinggo
2024-04-28 18:08:00,-8.00363342922349,112.730269507595,3.25,137.0,Malang,INATEWS,Malang
2024-04-28 22:04:00,-7.74856042454526,113.124889633046,3.65,662.0,Probolinggo,INATEWS,Probolinggo
2024-05-01 09:56:00,-7.30768438800586,112.162128371544,4.6,375.0,Jombang,INATEWS,Jombang
2024-05-01 12:58:00,-8.045019671405,113.117236574379,3.6,229.0,Lumajang,INATEWS,Lumajang
2024-05-01 15:14:00,-7.79154144512354,113.270970474148,5.62,95.0,Probolinggo,INATEWS,Probolinggo
2024-05-02 19:51:00,-8.30685616903338,114.324004848933,4.37,515.0,Banyuwangi,INATEWS,Banyuwangi
2024-05-03 12:04:00,-7.54791610618295,112.946071898535,6.12,598.0,Sidoarjo,INATEWS,Sidoarjo
2024-05-03 18:14:00,-8.17102344032089,114.42739707896,4.81,45.0,Banyuwangi,INATEWS,Banyuwangi
2024-05-04 05:11:00,-8.19145854861339,113.267527289862,7.75,60.0,Lumajang,INATEWS,Lumajang
2024-05-04 08:15:00,-8.01575478232642,112.576757586349,2.66,240.0,Malang,INATEWS,Malang
2024-05-05 09:41:00,-7.82286554733518,113.289055812348,7.3,9.0,Probolinggo,INATEWS,Probolinggo
2024-05-06 07:58:00,-8.29922834847788,114.347138155268,7.63,474.0,Banyuwangi,INATEWS,Banyuwangi
2024-05-06 08:46:00,-7.44233692562902,113.665448916656,6.37,40.0,Situbondo,INATEWS,Situbondo
2024-05-07 01:48:00,-8.20473240562639,113.267440806896,7.29,120.0,Lumajang,INATEWS,Lumajang
2024-05-07 13:51:00,-7.64336790412478,112.818141957681,5.45,208.0,Sidoarjo,INATEWS,Sidoarjo
2024-05-07 19:46:00,-8.25287821757051,114.411536212773,2.18,358.0,Banyuwangi,INATEWS,Banyuwangi
2024-05-08 09:32:00,-8.14307507878835,113.255064906253,3.02,236.0,Lumajang,INATEWS,Lumajang
2024-05-08 18:10:00,-8.16385335731985,114.371388938941,6.86,358.0,Banyuwangi,INATEWS,Banyuwangi
2024-05-09 06:18:00,-7.9682416393033,112.654250068418,4.99,65.0,Malang,INATEWS,Malang
2024-05-09 13:42:00,-7.76102576504889,113.276139439362,6.52,695.0,Probolinggo,INATEWS,Probolinggo
2024-05-09 18:26:00,-8.1547897013847,114.335273749223,5.38,488.0,Banyuwangi,INATEWS,Banyuwangi
